Shop SKU;variation(read only);PrimaryCategory;name;short_description;description;video;warranty_type;warranty;product_warranty;Hazmat;brand;color_family;about_product;country_origin_hb;delivery_and_handling;dietary_information;freshness;freshness_metric;items_per_each;product_type;shelf_expiry;unit_metric;unit_quantity;weight_or_age_range;clothing_material;fa_season;is_unisex;model;belt_styles;leather_material;fa_pattern;belt_material;fa_create_year;kid_years;kid_occasion;pants_fly;pants_length;waist_type;bottoms_types;skirt_length;dress_shape;number_of_pieces;dress_length;sleeves;collar_type;Dress_Type;w_blouse_sleevestyle;kid_accessories;hair_accessories;hat_brim_styles;hats_style;hoodie_style_type;jacket_coat_styles;jackets_closure_type;sock_tight_style;kid_swimwear;tops_type;umbrella_category;kid_underwear_styles;kid_sleep_styles;kid_boot_type;material_filter;toe_shape;heel_height;type_of_heels;boot_shaft_height;shoes_closuretype;shoes_decoration;kid_flat_type;kid_material_filter;kid_accessory_type;kid_sneaker_height;kid_sneaker_type;listed_year_season;fa_general_styles;bag_shape;wallet_types;occasion;shoe_accessory_type;men_shoes_closure;mens_trend;sneaker_upperheight;sneakers_style;metal;main_stone;material_type;scarves_styles;beach_style;tee_neckline;tee_sleeve_length;womens_trend;clothing_decoration;w_sleeve_length;jeans_decoration;jeans_fit_type;denim_features;pants_fit_type;intimates_types;bras_types;panties_styles;lingerie_styles;shapers_styles;sleep_lounge_styles;materinity_bottom_styles;pants_style;w_swimwear_style;swimwear_type;maternity_top_styles;accessories_types;mus_dress_styles;hijab_styles;shalat_styles;mus_top_styles;top_types;skirt_style;Fit_Type;multipack_bundle;Fabric;waterproof;sandal_type;SellerSku;quantity;price;special_price;special_from_date;special_to_date;package_content;package_weight;package_length;package_width;package_height;MainImage;Image2;Image3;Image4;Image5;Image6;Image7;Image8;min_delivery_time;max_delivery_time;size;color_thumbnail;delivery_option_sof;Status;FulfillmentBySellable
1105322054_PH-3812642430;One size DARK-ORANGE;7003;HIGHQUALITY FASHION BANGKOK DRESS 2 POCKET;"<P>FASHION BANGKOK DRESS WITH 2 POCKET</P>

<P>FREE SIZE FIT L, XL, XXL</P>

<P>SPANDEX FABRIC</P>

<P>HIGH QUALITY&nbsp;</P>

<P>VERY cOMFORTABLE</P>

<P>CASUAL PLUS SIZE DRESS</P>";"<P style=""font-family: none;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""></P><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/5469cffae6670905a8ab9b75567432ef.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/1c36bcc748d8fce89447b61443d84475.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/2dec040c35bbfad3363f6c310095aeb0.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/2dec040c35bbfad3363f6c310095aeb0.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/bfa62984b4c9f7d55f134a977a3962c8.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/a2acd7356766118543fe3fcd911fcc76.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-02.slatic.net/p/052dccf4c322653b40af189ba64d4e04.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV>";;;;;;No Brand;DARK-ORANGE;;;;;;;;;;;;;cotton;;;;;;Cartoon;;;;;;;;;;A-Line Dresses;;Below Knee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M-One size-DARK-ORANGE;100;450.00;155.00;2020-08-14 00:00;2021-09-22 00:00;DRESS;0.9;38.00;25.00;5.00;https://ph-live.slatic.net/p/a2acd7356766118543fe3fcd911fcc76.jpg;;;;;;;;2;8;Int: One size;;No;active;0
1105322054_PH-3812642429;One size DARK;7003;HIGHQUALITY FASHION BANGKOK DRESS 2 POCKET;"<P>FASHION BANGKOK DRESS WITH 2 POCKET</P>

<P>FREE SIZE FIT L, XL, XXL</P>

<P>SPANDEX FABRIC</P>

<P>HIGH QUALITY&nbsp;</P>

<P>VERY cOMFORTABLE</P>

<P>CASUAL PLUS SIZE DRESS</P>";"<P style=""font-family: none;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""></P><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/5469cffae6670905a8ab9b75567432ef.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/1c36bcc748d8fce89447b61443d84475.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/2dec040c35bbfad3363f6c310095aeb0.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/2dec040c35bbfad3363f6c310095aeb0.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/bfa62984b4c9f7d55f134a977a3962c8.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/a2acd7356766118543fe3fcd911fcc76.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-02.slatic.net/p/052dccf4c322653b40af189ba64d4e04.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV>";;;;;;No Brand;Dark Brown;;;;;;;;;;;;;cotton;;;;;;Cartoon;;;;;;;;;;A-Line Dresses;;Below Knee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M-One size-Dark Brown;100;450.00;155.00;2020-08-14 00:00;2021-09-22 00:00;DRESS;0.9;38.00;25.00;5.00;https://ph-live.slatic.net/p/b1edbe0f9ea2d6a3b1f850666a0ca61b.jpg;https://ph-live.slatic.net/p/5469cffae6670905a8ab9b75567432ef.jpg;https://ph-live.slatic.net/p/052dccf4c322653b40af189ba64d4e04.jpg;;;;;;2;8;Int: One size;;No;active;0
325042883_PH-3825002687;One size 8260-7;24017;Fashionshopp thailand new floral off-shoulder jumpsuit plus size highquality;<UL><LI>Fashionshopp thailand floral off-shoulder jumpsuit one size highquality bust :34-40 kasya cotton fabric</LI></UL>;"<P style=""font-family: none;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""></P><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/0f50ae56f883007148c7b5b633006bb9.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/0098f661cef60ebc03039b4d24458802.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/cdec2827363993c3f74094c5fd4abc2a.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/7d553a1d5e1105e6692fb907097b2902.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/c20f49ebd40a44b4e8ef77b8b311a9a5.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-02.slatic.net/p/b3f011913e56a3101ae7063b615cd1ab.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV>";;;;;;No Brand;8260-7;;;;;;;;;;;;;Cotton;;;;;;Floral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SKINNY;;;;;;;;;;;;;;;;;;;;;;;;8260-Size-8260-7;50;1250.00;399.00;2019-06-18 16:00;2021-08-22 17:32;jumpsuit;0.8;35.00;22.00;7.00;https://ph-live.slatic.net/p/7d553a1d5e1105e6692fb907097b2902.jpg;;;;;;;;;;Int: One size;;No;active;0
325042883_PH-3825002686;One size 8260-5;24017;Fashionshopp thailand new floral off-shoulder jumpsuit plus size highquality;<UL><LI>Fashionshopp thailand floral off-shoulder jumpsuit one size highquality bust :34-40 kasya cotton fabric</LI></UL>;"<P style=""font-family: none;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""></P><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/0f50ae56f883007148c7b5b633006bb9.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/0098f661cef60ebc03039b4d24458802.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/cdec2827363993c3f74094c5fd4abc2a.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/7d553a1d5e1105e6692fb907097b2902.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/c20f49ebd40a44b4e8ef77b8b311a9a5.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-02.slatic.net/p/b3f011913e56a3101ae7063b615cd1ab.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV>";;;;;;No Brand;8260-5;;;;;;;;;;;;;Cotton;;;;;;Floral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SKINNY;;;;;;;;;;;;;;;;;;;;;;;;8260-One size-8260-5;50;1250.00;399.00;2019-06-18 16:00;2021-08-22 17:32;jumpsuit;0.8;35.00;22.00;7.00;https://ph-live.slatic.net/p/cdec2827363993c3f74094c5fd4abc2a.jpg;;;;;;;;;;Int: One size;;No;active;0
325042883_PH-3825002685;One size 8260-4;24017;Fashionshopp thailand new floral off-shoulder jumpsuit plus size highquality;<UL><LI>Fashionshopp thailand floral off-shoulder jumpsuit one size highquality bust :34-40 kasya cotton fabric</LI></UL>;"<P style=""font-family: none;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""></P><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/0f50ae56f883007148c7b5b633006bb9.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/0098f661cef60ebc03039b4d24458802.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/cdec2827363993c3f74094c5fd4abc2a.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/7d553a1d5e1105e6692fb907097b2902.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/c20f49ebd40a44b4e8ef77b8b311a9a5.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-02.slatic.net/p/b3f011913e56a3101ae7063b615cd1ab.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV>";;;;;;No Brand;8260-4;;;;;;;;;;;;;Cotton;;;;;;Floral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SKINNY;;;;;;;;;;;;;;;;;;;;;;;;8260-One size-8260-4;50;1250.00;399.00;2019-06-18 16:00;2021-08-22 17:32;jumpsuit;0.8;35.00;22.00;7.00;https://ph-live.slatic.net/p/c6a550ff2c4b24462e26250838c38f1b.jpg;;;;;;;;;;Int: One size;;No;active;0
325042883_PH-3825002684;One size 8260-3;24017;Fashionshopp thailand new floral off-shoulder jumpsuit plus size highquality;<UL><LI>Fashionshopp thailand floral off-shoulder jumpsuit one size highquality bust :34-40 kasya cotton fabric</LI></UL>;"<P style=""font-family: none;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""></P><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/0f50ae56f883007148c7b5b633006bb9.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/0098f661cef60ebc03039b4d24458802.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/cdec2827363993c3f74094c5fd4abc2a.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/7d553a1d5e1105e6692fb907097b2902.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/c20f49ebd40a44b4e8ef77b8b311a9a5.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-02.slatic.net/p/b3f011913e56a3101ae7063b615cd1ab.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV>";;;;;;No Brand;8260-3;;;;;;;;;;;;;Cotton;;;;;;Floral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SKINNY;;;;;;;;;;;;;;;;;;;;;;;;8260-One size-8260-3;50;1250.00;399.00;2019-06-18 16:00;2021-08-22 17:32;jumpsuit;0.8;35.00;22.00;7.00;https://ph-live.slatic.net/p/c20f49ebd40a44b4e8ef77b8b311a9a5.jpg;;;;;;;;;;Int: One size;;No;active;0
325042883_PH-3825002683;One size 8260-2;24017;Fashionshopp thailand new floral off-shoulder jumpsuit plus size highquality;<UL><LI>Fashionshopp thailand floral off-shoulder jumpsuit one size highquality bust :34-40 kasya cotton fabric</LI></UL>;"<P style=""font-family: none;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""></P><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/0f50ae56f883007148c7b5b633006bb9.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/0098f661cef60ebc03039b4d24458802.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/cdec2827363993c3f74094c5fd4abc2a.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/7d553a1d5e1105e6692fb907097b2902.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/c20f49ebd40a44b4e8ef77b8b311a9a5.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-02.slatic.net/p/b3f011913e56a3101ae7063b615cd1ab.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV>";;;;;;No Brand;8260-2;;;;;;;;;;;;;Cotton;;;;;;Floral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SKINNY;;;;;;;;;;;;;;;;;;;;;;;;8260-One size-8260-2;50;1250.00;399.00;2019-06-18 16:00;2021-08-22 17:32;jumpsuit;0.8;35.00;22.00;7.00;https://ph-live.slatic.net/p/0f50ae56f883007148c7b5b633006bb9.jpg;;;;;;;;;;Int: One size;;No;active;0
325042883_PH-3825002682;One size 8260-1;24017;Fashionshopp thailand new floral off-shoulder jumpsuit plus size highquality;<UL><LI>Fashionshopp thailand floral off-shoulder jumpsuit one size highquality bust :34-40 kasya cotton fabric</LI></UL>;"<P style=""font-family: none;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""></P><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/0f50ae56f883007148c7b5b633006bb9.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/0098f661cef60ebc03039b4d24458802.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/cdec2827363993c3f74094c5fd4abc2a.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/7d553a1d5e1105e6692fb907097b2902.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/c20f49ebd40a44b4e8ef77b8b311a9a5.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-02.slatic.net/p/b3f011913e56a3101ae7063b615cd1ab.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV>";;;;;;No Brand;8260-1;;;;;;;;;;;;;Cotton;;;;;;Floral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SKINNY;;;;;;;;;;;;;;;;;;;;;;;;8260-One size-8260-1;50;1250.00;399.00;2019-06-18 16:00;2021-08-22 17:32;jumpsuit;0.8;35.00;22.00;7.00;https://ph-live.slatic.net/p/b3f011913e56a3101ae7063b615cd1ab.jpg;;;;;;;;;;Int: One size;;No;active;0
1056754846_PH-3586410420;One size white;7003;Fashion shopp korean women Casual Maxi wrap dress;"<P>Fashion korean women Casual dress</P>

<P>free size fit m , L&nbsp;</P>

<P>chiffon fabric highquality</P>

<P>&nbsp;</P>";"<P style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><SPAN style=""font-family: helvetica;""></SPAN></P><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/889e759f9bfd923781802b660f2a7398.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/dd23d235741aa7e9e3c8238799f1f4df.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/1c744aec5eee93b0dd7bd79d18e3be87.jpg"" style=""width: 100.0%;display: block;""/></DIV><P></P><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-02.slatic.net/p/de84259ea7b8e19c968ea06dac4cb004.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><P style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><SPAN></SPAN></P>";;;;;;No Brand;White;;;;;;;;;;;;;Polyester;;;;;;Polka Dot;;;;;;;;;;A-Line Dresses;;Above Knee;Short Sleeve;V-neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Casual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;037-One size-White;50;990.00;329.00;2020-07-29 00:00;2021-08-30 00:00;fashion maxi dress;0.7;35.00;24.00;5.00;https://ph-live.slatic.net/p/889e759f9bfd923781802b660f2a7398.jpg;https://ph-live.slatic.net/p/632ebe766bc5d55fc93126e081c8b255.jpg;https://ph-live.slatic.net/p/de84259ea7b8e19c968ea06dac4cb004.jpg;;;;;;2;7;Int: One size;;No;active;0
1056754846_PH-3586410419;One size yellow;7003;Fashion shopp korean women Casual Maxi wrap dress;"<P>Fashion korean women Casual dress</P>

<P>free size fit m , L&nbsp;</P>

<P>chiffon fabric highquality</P>

<P>&nbsp;</P>";"<P style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><SPAN style=""font-family: helvetica;""></SPAN></P><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/889e759f9bfd923781802b660f2a7398.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/dd23d235741aa7e9e3c8238799f1f4df.jpg"" style=""width: 100.0%;display: block;""/></DIV><DIV style=""width: 100.0%;""><IMG src=""https://ph-live-02.slatic.net/p/1c744aec5eee93b0dd7bd79d18e3be87.jpg"" style=""width: 100.0%;display: block;""/></DIV><P></P><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-02.slatic.net/p/de84259ea7b8e19c968ea06dac4cb004.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><P style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><SPAN></SPAN></P>";;;;;;No Brand;Yellow;;;;;;;;;;;;;Polyester;;;;;;Polka Dot;;;;;;;;;;A-Line Dresses;;Above Knee;Short Sleeve;V-neck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Casual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;037-One size-Yellow;50;990.00;329.00;2020-07-29 00:00;2021-08-30 00:00;fashion maxi dress;0.7;35.00;24.00;5.00;https://ph-live.slatic.net/p/de84259ea7b8e19c968ea06dac4cb004.jpg;https://ph-live.slatic.net/p/dd23d235741aa7e9e3c8238799f1f4df.jpg;https://ph-live.slatic.net/p/1c744aec5eee93b0dd7bd79d18e3be87.jpg;;;;;;2;7;Int: One size;;No;active;0
1073334652_PH-3664212881;One size ligh;7003;high quality Fashion thailand denim dress casual;"<P>Fashion korean denim dress</P>

<P>free size fit M , L&nbsp;</P>

<P>denim fabric high quality</P>";"<P style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><SPAN style=""font-family: helvetica;""></SPAN></P><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/35b37e3c04ec2baa76e65d8477b342be.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/7930e2d23ce3c35390fbc65ee709e7ce.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><SPAN></SPAN>";;;;;;No Brand;Light blue;;;;;;;;;;;;;cotton;;;;;;Plain;;;;;;;;;;A-Line Dresses;;Below Knee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;038-One size-Light blue;39;880.00;350.00;2020-08-04 00:00;2021-09-21 00:00;dress;0.8;36.00;24.00;5.00;https://ph-live.slatic.net/p/7930e2d23ce3c35390fbc65ee709e7ce.jpg;https://ph-live.slatic.net/p/d4c3b3dd4eac606084a219ba1b096243.png;;;;;;;2;7;Int: One size;;No;active;0
1073334652_PH-3664212880;One size da;7003;high quality Fashion thailand denim dress casual;"<P>Fashion korean denim dress</P>

<P>free size fit M , L&nbsp;</P>

<P>denim fabric high quality</P>";"<P style=""margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><SPAN style=""font-family: helvetica;""></SPAN></P><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/35b37e3c04ec2baa76e65d8477b342be.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><DIV style=""width: 100.0%;margin: 0;padding: 8.0px 0;white-space: pre-wrap;""><DIV style=""width: 100.0%;display: block;""><IMG src=""https://ph-live-01.slatic.net/p/7930e2d23ce3c35390fbc65ee709e7ce.jpg"" style=""width: 100.0%;display: block;""/></DIV></DIV><SPAN></SPAN>";;;;;;No Brand;Dark blue;;;;;;;;;;;;;cotton;;;;;;Plain;;;;;;;;;;A-Line Dresses;;Below Knee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;038-One size-Dark blue;0;880.00;350.00;2020-08-04 00:00;2021-09-21 00:00;dress;0.8;36.00;24.00;5.00;https://ph-live.slatic.net/p/d4c3b3dd4eac606084a219ba1b096243.png;https://ph-live.slatic.net/p/7930e2d23ce3c35390fbc65ee709e7ce.jpg;;;;;;;2;7;Int: One size;;No;active;0
